IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
1000137,Dick Allen,allendi01,1987,BBWAA,413.0,310.0,55.0,N,Player,
1000335,Richie Ashburn,ashburi01,1987,Veterans,,,,N,Player,
1000505,Sal Bando,bandosa01,1987,BBWAA,413.0,310.0,3.0,N,Player,
1001157,Bobby Bonds,bondsbo01,1987,BBWAA,413.0,310.0,24.0,N,Player,
1001283,Ken Boyer,boyerke01,1987,BBWAA,413.0,310.0,96.0,N,Player,
1001653,Jim Bunning,bunniji01,1987,BBWAA,413.0,310.0,289.0,N,Player,
1001662,Lew Burdette,burdele01,1987,BBWAA,413.0,310.0,96.0,N,Player,
1002103,Orlando Cepeda,cepedor01,1987,BBWAA,413.0,310.0,179.0,N,Player,
1014963,Ray Dandridge,dandrra99,1987,Veterans,,,,Y,Player,
1003596,Leo Durocher,durocle01,1987,Veterans,,,,N,Manager,
1003891,Roy Face,facero01,1987,BBWAA,413.0,310.0,78.0,N,Player,
1004165,Curt Flood,floodcu01,1987,BBWAA,413.0,310.0,50.0,N,Player,
1004874,Joe Gordon,gordojo01,1987,Veterans,,,,N,Player,
1005092,Jerry Grote,groteje01,1987,BBWAA,413.0,310.0,0.0,N,Player,
1005339,Mel Harder,hardeme01,1987,Veterans,,,,N,Player,
1005691,Babe Herman,hermaba01,1987,Veterans,,,,N,Player,
1005883,Gil Hodges,hodgegi01,1987,Veterans,,,,N,Player,
1006079,Elston Howard,howarel01,1987,BBWAA,413.0,310.0,44.0,N,Player,
1008108,Marty Marion,marioma01,1987,Veterans,,,,N,Player,
1008110,Roger Maris,marisro01,1987,BBWAA,413.0,310.0,176.0,N,Player,
1008144,Mike Marshall,marshmi01,1987,BBWAA,413.0,310.0,6.0,N,Player,
1008313,Carl Mays,maysca01,1987,Veterans,,,,N,Player,
1008316,Bill Mazeroski,mazerbi01,1987,BBWAA,413.0,310.0,125.0,N,Player,
1006199,Catfish Hunter,hunteca01,1987,BBWAA,413.0,310.0,315.0,Y,Player,
1007200,Harvey Kuenn,kuennha01,1987,BBWAA,413.0,310.0,144.0,N,Player,
1007359,Don Larsen,larsedo01,1987,BBWAA,413.0,310.0,30.0,N,Player,
1007422,Tony Lazzeri,lazzeto01,1987,Veterans,,,,N,Player,
1007712,Mickey Lolich,lolicmi01,1987,BBWAA,413.0,310.0,84.0,N,Player,
1008984,Minnie Minoso,minosmi01,1987,BBWAA,413.0,310.0,82.0,N,Player,
1009334,Thurman Munson,munsoth01,1987,BBWAA,413.0,310.0,28.0,N,Player,
1011447,Ron Santo,santoro01,1987,BBWAA,413.0,310.0,78.0,N,Player,
1011600,Red Schoendienst,schoere01,1987,Veterans,,,,N,Player,
1009772,Tony Oliva,olivato01,1987,BBWAA,413.0,310.0,160.0,N,Player,
1010360,Vada Pinson,pinsova01,1987,BBWAA,413.0,310.0,48.0,N,Player,
1011011,Phil Rizzuto,rizzuph01,1987,Veterans,,,,N,Player,6 votes on first ballot - faded on second
1012573,Steve Stone,stonest01,1987,BBWAA,413.0,310.0,0.0,N,Player,
1013133,Joe Torre,torrejo01,1987,BBWAA,413.0,310.0,47.0,N,Player,
1013162,Cecil Travis,travice01,1987,Veterans,,,,N,Player,
1013975,Billy Williams,willibi01,1987,BBWAA,413.0,310.0,354.0,Y,Player,
1014042,Vic Willis,willivi01,1987,Veterans,,,,N,Player,
1014053,Maury Wills,willsma01,1987,BBWAA,413.0,310.0,113.0,N,Player,
1014248,Wilbur Wood,woodwi01,1987,BBWAA,413.0,310.0,26.0,N,Player,
