IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
1000335,Richie Ashburn,ashburi01,1970,BBWAA,300.0,225.0,11.0,N,Player,
1001013,Ewell Blackwell,blackew01,1970,BBWAA,300.0,225.0,14.0,N,Player,
1001234,Lou Boudreau,boudrlo01,1970,BBWAA,300.0,225.0,232.0,Y,Player,
1001375,Harry Brecheen,brechha01,1970,BBWAA,300.0,225.0,3.0,N,Player,
1002093,Phil Cavarretta,cavarph01,1970,BBWAA,300.0,225.0,51.0,N,Player,
1002478,Earle Combs,combsea01,1970,Veterans,,,,Y,Player,
1002601,Walker Cooper,coopewa01,1970,BBWAA,300.0,225.0,9.0,N,Player,
1003310,Dom DiMaggio,dimagdo01,1970,BBWAA,300.0,225.0,15.0,N,Player,
1003355,Bobby Doerr,doerrbo01,1970,BBWAA,300.0,225.0,75.0,N,Player,
1003816,Carl Erskine,erskica01,1970,BBWAA,300.0,225.0,2.0,N,Player,
1004409,Carl Furillo,furilca01,1970,BBWAA,300.0,225.0,2.0,N,Player,
1004440,Augie Galan,galanau01,1970,BBWAA,300.0,225.0,3.0,N,Player,
1004874,Joe Gordon,gordojo01,1970,BBWAA,300.0,225.0,79.0,N,Player,
1005209,Jesse Haines,haineje01,1970,Veterans,,,,Y,Player,
1005664,Tommy Henrich,henrito01,1970,BBWAA,300.0,225.0,62.0,N,Player,
1005883,Gil Hodges,hodgegi01,1970,BBWAA,300.0,225.0,145.0,N,Player,
1008108,Marty Marion,marioma01,1970,BBWAA,300.0,225.0,120.0,N,Player,
1008125,Rube Marquard,marquru01,1970,Veterans,,,,N,Player,
1008313,Carl Mays,maysca01,1970,Veterans,,,,N,Player,
1006398,Jackie Jensen,jenseja01,1970,BBWAA,300.0,225.0,1.0,N,Player,
1006768,Charlie Keller,kellech01,1970,BBWAA,300.0,225.0,7.0,N,Player,
1006783,George Kell,kellge01,1970,BBWAA,300.0,225.0,90.0,N,Player,
1006923,Ralph Kiner,kinerra01,1970,BBWAA,300.0,225.0,167.0,N,Player,
1006991,Chuck Klein,kleinch01,1970,Veterans,,,,N,Player,
1007020,Ted Kluszewski,kluszte01,1970,BBWAA,300.0,225.0,8.0,N,Player,
1007517,Bob Lemon,lemonbo01,1970,BBWAA,300.0,225.0,75.0,N,Player,
1007533,Dutch Leonard,leonadu02,1970,BBWAA,300.0,225.0,5.0,N,Player,
1008471,Gil McDougald,mcdougi01,1970,BBWAA,300.0,225.0,1.0,N,Player,
1009014,Johnny Mize,mizejo01,1970,BBWAA,300.0,225.0,126.0,N,Player,
1009244,Wally Moses,moseswa01,1970,BBWAA,300.0,225.0,5.0,N,Player,
1009529,Don Newcombe,newcodo01,1970,BBWAA,300.0,225.0,5.0,N,Player,
1011373,Johnny Sain,sainjo01,1970,BBWAA,300.0,225.0,9.0,N,Player,
1011600,Red Schoendienst,schoere01,1970,BBWAA,300.0,225.0,97.0,N,Player,
1009535,Hal Newhouser,newhoha01,1970,BBWAA,300.0,225.0,80.0,N,Player,
1009546,Bobo Newsom,newsobo01,1970,BBWAA,300.0,225.0,12.0,N,Player,
1010326,Billy Pierce,piercbi02,1970,BBWAA,300.0,225.0,5.0,N,Player,
1010776,Pee Wee Reese,reesepe01,1970,BBWAA,300.0,225.0,97.0,N,Player,
1010860,Allie Reynolds,reynoal01,1970,BBWAA,300.0,225.0,89.0,N,Player,
1011011,Phil Rizzuto,rizzuph01,1970,BBWAA,300.0,225.0,79.0,N,Player,
1011122,Preacher Roe,roepr01,1970,BBWAA,300.0,225.0,1.0,N,Player,
1011804,Bobby Shantz,shantbo01,1970,BBWAA,300.0,225.0,7.0,N,Player,
1012060,Enos Slaughter,slaugen01,1970,BBWAA,300.0,225.0,133.0,N,Player,
1012230,Duke Snider,snidedu01,1970,BBWAA,300.0,225.0,51.0,N,Player,
1013032,Bobby Thomson,thomsbo01,1970,BBWAA,300.0,225.0,4.0,N,Player,
1013350,Johnny Vander Meer,vandejo01,1970,BBWAA,300.0,225.0,88.0,N,Player,
1013416,Mickey Vernon,vernomi01,1970,BBWAA,300.0,225.0,10.0,N,Player,
1013583,Bucky Walters,waltebu01,1970,BBWAA,300.0,225.0,29.0,N,Player,
1013583,Bucky Walters,waltebu01,1970,Veterans,,,,N,Player,
1013795,Vic Wertz,wertzvi01,1970,BBWAA,300.0,225.0,2.0,N,Player,
1014309,Early Wynn,wynnea01,1970,BBWAA,300.0,225.0,140.0,N,Player,
