IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
1000335,Richie Ashburn,ashburi01,1968,BBWAA,283.0,213.0,6.0,N,Player,
1001013,Ewell Blackwell,blackew01,1968,BBWAA,283.0,213.0,5.0,N,Player,
1001228,Jim Bottomley,bottoji01,1968,Veterans,,,,N,Player,
1001234,Lou Boudreau,boudrlo01,1968,BBWAA,283.0,213.0,146.0,N,Player,
1001375,Harry Brecheen,brechha01,1968,BBWAA,283.0,213.0,3.0,N,Player,
1001871,Roy Campanella,camparo01,1968,BBWAA,283.0,213.0,205.0,N,Player,
1002093,Phil Cavarretta,cavarph01,1968,BBWAA,283.0,213.0,23.0,N,Player,
1002478,Earle Combs,combsea01,1968,Veterans,,,,N,Player,
1002601,Walker Cooper,coopewa01,1968,BBWAA,283.0,213.0,8.0,N,Player,
1002602,Wilbur Cooper,coopewi01,1968,Veterans,,,,N,Player,
1002682,Stan Coveleski,covelst01,1968,Veterans,,,,N,Player,
1002802,Frankie Crosetti,crosefr01,1968,BBWAA,283.0,213.0,15.0,N,Player,
1002914,Kiki Cuyler,cuyleki01,1968,Veterans,,,,Y,Player,
1003005,Jake Daubert,daubeja01,1968,Veterans,,,,N,Player,
1003310,Dom DiMaggio,dimagdo01,1968,BBWAA,283.0,213.0,8.0,N,Player,
1003355,Bobby Doerr,doerrbo01,1968,BBWAA,283.0,213.0,48.0,N,Player,
1003816,Carl Erskine,erskica01,1968,BBWAA,283.0,213.0,9.0,N,Player,
1004440,Augie Galan,galanau01,1968,BBWAA,283.0,213.0,2.0,N,Player,
1004874,Joe Gordon,gordojo01,1968,BBWAA,283.0,213.0,77.0,N,Player,
1004893,Goose Goslin,gosligo01,1968,Veterans,,,,Y,Player,
1005068,Charlie Grimm,grimmch01,1968,Veterans,,,,N,Player,
1005191,Chick Hafey,hafeych01,1968,Veterans,,,,N,Player,
1005209,Jesse Haines,haineje01,1968,Veterans,,,,N,Player,
1005339,Mel Harder,hardeme01,1968,Veterans,,,,N,Player,
1005664,Tommy Henrich,henrito01,1968,BBWAA,283.0,213.0,22.0,N,Player,
1005692,Billy Herman,hermabi01,1968,Veterans,,,,N,Player,
1006115,Waite Hoyt,hoytwa01,1968,Veterans,,,,N,Player,
1007968,Sal Maglie,maglisa01,1968,BBWAA,283.0,213.0,11.0,N,Player,
1008108,Marty Marion,marioma01,1968,BBWAA,283.0,213.0,89.0,N,Player,
1008125,Rube Marquard,marquru01,1968,Veterans,,,,N,Player,
1006398,Jackie Jensen,jenseja01,1968,BBWAA,283.0,213.0,3.0,N,Player,
1006768,Charlie Keller,kellech01,1968,BBWAA,283.0,213.0,11.0,N,Player,
1006783,George Kell,kellge01,1968,BBWAA,283.0,213.0,47.0,N,Player,
1006923,Ralph Kiner,kinerra01,1968,BBWAA,283.0,213.0,118.0,N,Player,
1006991,Chuck Klein,kleinch01,1968,Veterans,,,,N,Player,
1007020,Ted Kluszewski,kluszte01,1968,BBWAA,283.0,213.0,14.0,N,Player,
1007422,Tony Lazzeri,lazzeto01,1968,Veterans,,,,N,Player,
1007517,Bob Lemon,lemonbo01,1968,BBWAA,283.0,213.0,47.0,N,Player,
1007533,Dutch Leonard,leonadu02,1968,BBWAA,283.0,213.0,5.0,N,Player,
1007718,Ernie Lombardi,lombaer01,1968,Veterans,,,,N,Player,
1007751,Al Lopez,lopezal01,1968,Veterans,,,,N,Manager,
1008413,Frank McCormick,mccorfr01,1968,BBWAA,283.0,213.0,3.0,N,Player,
1008471,Gil McDougald,mcdougi01,1968,BBWAA,283.0,213.0,4.0,N,Player,
1008719,Joe Medwick,medwijo01,1968,BBWAA,283.0,213.0,240.0,Y,Player,
1009014,Johnny Mize,mizejo01,1968,BBWAA,283.0,213.0,103.0,N,Player,
1009128,Terry Moore,moorete01,1968,BBWAA,283.0,213.0,33.0,N,Player,
1009244,Wally Moses,moseswa01,1968,BBWAA,283.0,213.0,4.0,N,Player,
1009529,Don Newcombe,newcodo01,1968,BBWAA,283.0,213.0,9.0,N,Player,
1009535,Hal Newhouser,newhoha01,1968,BBWAA,283.0,213.0,67.0,N,Player,
1011259,Schoolboy Rowe,rowesc01,1968,BBWAA,283.0,213.0,6.0,N,Player,
1011308,Amos Rusie,rusieam01,1968,Veterans,,,,N,Player,
1011373,Johnny Sain,sainjo01,1968,BBWAA,283.0,213.0,7.0,N,Player,
1009546,Bobo Newsom,newsobo01,1968,BBWAA,283.0,213.0,22.0,N,Player,
1009734,Lefty O'Doul,odoulle01,1968,Veterans,,,,N,Player,
1010702,Vic Raschi,raschvi01,1968,BBWAA,283.0,213.0,1.0,N,Player,
1010776,Pee Wee Reese,reesepe01,1968,BBWAA,283.0,213.0,81.0,N,Player,
1010860,Allie Reynolds,reynoal01,1968,BBWAA,283.0,213.0,95.0,N,Player,
1011011,Phil Rizzuto,rizzuph01,1968,BBWAA,283.0,213.0,74.0,N,Player,
1011122,Preacher Roe,roepr01,1968,BBWAA,283.0,213.0,2.0,N,Player,
1012060,Enos Slaughter,slaugen01,1968,BBWAA,283.0,213.0,129.0,N,Player,
1013032,Bobby Thomson,thomsbo01,1968,BBWAA,283.0,213.0,13.0,N,Player,
1013350,Johnny Vander Meer,vandejo01,1968,BBWAA,283.0,213.0,79.0,N,Player,
1013377,Arky Vaughan,vaughar01,1968,BBWAA,283.0,213.0,82.0,N,Player,
1013416,Mickey Vernon,vernomi01,1968,BBWAA,283.0,213.0,22.0,N,Player,
1013512,Dixie Walker,walkedi02,1968,BBWAA,283.0,213.0,6.0,N,Player,
1013583,Bucky Walters,waltebu01,1968,BBWAA,283.0,213.0,67.0,N,Player,
1014390,Ross Youngs,youngro01,1968,Veterans,,,,N,Player,
