IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
364,Brady Anderson,anderbr01,2008,BBWAA,543.0,408.0,0.0,N,Player,
1000434,Harold Baines,baineha01,2008,BBWAA,543.0,408.0,28.0,N,Player,
1730,Rod Beck,beckro01,2008,BBWAA,543.0,408.0,2.0,N,Player,
1001098,Bert Blyleven,blylebe01,2008,BBWAA,543.0,408.0,336.0,N,Player,
1002494,Dave Concepcion,conceda01,2008,BBWAA,543.0,408.0,88.0,N,Player,
1003091,Andre Dawson,dawsoan01,2008,BBWAA,543.0,408.0,358.0,N,Player,
1401,Shawon Dunston,dunstsh01,2008,BBWAA,543.0,408.0,1.0,N,Player,
384,Chuck Finley,finlech01,2008,BBWAA,543.0,408.0,1.0,N,Player,
385,Travis Fryman,frymatr01,2008,BBWAA,543.0,408.0,2.0,N,Player,
1004894,Rich Gossage,gossari01,2008,BBWAA,543.0,408.0,466.0,Y,Player,
1005746,Whitey Herzog,herzowh01,2008,Veterans - Managers and Umpires,16.0,12.0,11.0,N,Manager,
1008155,Billy Martin,martibi01,2008,Veterans - Managers and Umpires,16.0,12.0,,N,Manager,<3 votes
1008261,Don Mattingly,mattido01,2008,BBWAA,543.0,408.0,86.0,N,Player,
1008271,Gene Mauch,mauchge01,2008,Veterans - Managers and Umpires,16.0,12.0,,N,Manager,<3 votes
1006440,Davey Johnson,johnsda02,2008,Veterans - Managers and Umpires,16.0,12.0,,N,Manager,<3 votes
1006515,Tommy John,johnto01,2008,BBWAA,543.0,408.0,158.0,N,Player,
923,David Justice,justida01,2008,BBWAA,543.0,408.0,1.0,N,Player,
609,Chuck Knoblauch,knoblch01,2008,BBWAA,543.0,408.0,1.0,N,Player,
1008559,Mark McGwire,mcgwima01,2008,BBWAA,543.0,408.0,128.0,N,Player,
1008562,John McHale,mchaljo01,2008,Veterans - Executives,12.0,9.0,,N,Executive,<3 votes
1009211,Jack Morris,morrija02,2008,BBWAA,543.0,408.0,233.0,N,Player,
1009355,Dale Murphy,murphda05,2008,BBWAA,543.0,408.0,75.0,N,Player,
1009402,Danny Murtaugh,murtada01,2008,Veterans - Managers and Umpires,16.0,12.0,6.0,N,Manager,
1123,Robb Nen,nenro01,2008,BBWAA,543.0,408.0,2.0,N,Player,
1009721,Hank O'Day,odayha01,2008,Veterans - Managers and Umpires,16.0,12.0,4.0,N,Umpire,
1010000,Dave Parker,parkeda01,2008,BBWAA,543.0,408.0,82.0,N,Player,
1406,Tim Raines,raineti01,2008,BBWAA,543.0,408.0,132.0,N,Player,
1010897,Jim Rice,riceji01,2008,BBWAA,543.0,408.0,392.0,N,Player,
349,Jose Rijo,rijojo01,2008,BBWAA,543.0,408.0,0.0,N,Player,
1012175,Lee Smith,smithle02,2008,BBWAA,543.0,408.0,235.0,N,Player,
1012291,Billy Southworth,southbi01,2008,Veterans - Managers and Umpires,16.0,12.0,13.0,Y,Manager,
75,Todd Stottlemyre,stottto01,2008,BBWAA,543.0,408.0,1.0,N,Player,
1013157,Alan Trammell,trammal01,2008,BBWAA,543.0,408.0,99.0,N,Player,
1013991,Dick Williams,willidi02,2008,Veterans - Managers and Umpires,16.0,12.0,13.0,Y,Manager,
