IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
1000808,George Bell,bellge02,1999,BBWAA,497.0,373.0,6.0,N,Player,
1001098,Bert Blyleven,blylebe01,1999,BBWAA,497.0,373.0,70.0,N,Player,
1001111,Mike Boddicker,boddimi01,1999,BBWAA,497.0,373.0,0.0,N,Player,
1001183,Bob Boone,boonebo01,1999,BBWAA,497.0,373.0,27.0,N,Player,
1001400,George Brett,brettge01,1999,BBWAA,497.0,373.0,488.0,Y,Player,
1001909,John Candelaria,candejo01,1999,BBWAA,497.0,373.0,1.0,N,Player,
1002015,Gary Carter,cartega01,1999,BBWAA,497.0,373.0,168.0,N,Player,
1002103,Orlando Cepeda,cepedor01,1999,Veterans,,,,Y,Player,
1002494,Dave Concepcion,conceda01,1999,BBWAA,497.0,373.0,59.0,N,Player,
1003310,Dom DiMaggio,dimagdo01,1999,Veterans,,,,N,Player,
1003865,Dwight Evans,evansdw01,1999,BBWAA,497.0,373.0,18.0,N,Player,
1004101,Carlton Fisk,fiskca01,1999,BBWAA,497.0,373.0,330.0,N,Player,
1004557,Steve Garvey,garvest01,1999,BBWAA,497.0,373.0,150.0,N,Player,
1004874,Joe Gordon,gordojo01,1999,Veterans,,,,N,Player,
1005124,Ron Guidry,guidrro01,1999,BBWAA,497.0,373.0,31.0,N,Player,
1005706,Keith Hernandez,hernake01,1999,BBWAA,497.0,373.0,34.0,N,Player,
1005746,Whitey Herzog,herzowh01,1999,Veterans,,,,N,Manager,
1005883,Gil Hodges,hodgegi01,1999,Veterans,,,,N,Player,
1008316,Bill Mazeroski,mazerbi01,1999,Veterans,,,,N,Player,
1006515,Tommy John,johnto01,1999,BBWAA,497.0,373.0,93.0,N,Player,
1006660,Jim Kaat,kaatji01,1999,BBWAA,497.0,373.0,100.0,N,Player,
1007492,Charlie Leibrandt,leibrch01,1999,BBWAA,497.0,373.0,0.0,N,Player,
1007712,Mickey Lolich,lolicmi01,1999,BBWAA,497.0,373.0,26.0,N,Player,
1008984,Minnie Minoso,minosmi01,1999,BBWAA,497.0,373.0,73.0,N,Player,
1009355,Dale Murphy,murphda05,1999,BBWAA,497.0,373.0,96.0,N,Player,
1011348,Nolan Ryan,ryanno01,1999,BBWAA,497.0,373.0,491.0,Y,Player,
1010000,Dave Parker,parkeda01,1999,BBWAA,497.0,373.0,80.0,N,Player,
1010188,Tony Perez,perezto01,1999,BBWAA,497.0,373.0,302.0,N,Player,
1010860,Allie Reynolds,reynoal01,1999,Veterans,,,,N,Player,
1010897,Jim Rice,riceji01,1999,BBWAA,497.0,373.0,146.0,N,Player,
1012743,Bruce Sutter,suttebr01,1999,BBWAA,497.0,373.0,121.0,N,Player,
1012818,Frank Tanana,tananfr01,1999,BBWAA,497.0,373.0,0.0,N,Player,
1013054,Luis Tiant,tiantlu01,1999,BBWAA,497.0,373.0,53.0,N,Player,
1013991,Dick Williams,willidi02,1999,Veterans,,,,N,Manager,
1016753,Joe Williams,willijo99,1999,Veterans,,,,Y,Player,
1014174,Mike Witt,wittmi01,1999,BBWAA,497.0,373.0,0.0,N,Player,
1014396,Robin Yount,yountro01,1999,BBWAA,497.0,373.0,385.0,Y,Player,
