IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
945,Bobby Abreu,abreubo01,2020,BBWAA,397.0,298.0,22.0,N,Player,
510,Josh Beckett,beckejo02,2020,BBWAA,397.0,298.0,0.0,N,Player,
2080,Heath Bell,bellhe01,2020,BBWAA,397.0,298.0,0.0,N,Player,
1109,Barry Bonds,bondsba01,2020,BBWAA,397.0,298.0,241.0,N,Player,
906,Eric Chavez,chaveer01,2020,BBWAA,397.0,298.0,2.0,N,Player,
815,Roger Clemens,clemero02,2020,BBWAA,397.0,298.0,242.0,N,Player,
319,Adam Dunn,dunnad01,2020,BBWAA,397.0,298.0,1.0,N,Player,
1003865,Dwight Evans,evansdw01,2020,Veterans - Modern Baseball Era,16.0,12.0,8.0,N,Player,
1580,Chone Figgins,figgich01,2020,BBWAA,397.0,298.0,0.0,N,Player,
88,Rafael Furcal,furcara01,2020,BBWAA,397.0,298.0,0.0,N,Player,
1004557,Steve Garvey,garvest01,2020,Veterans - Modern Baseball Era,16.0,12.0,6.0,N,Player,
818,Jason Giambi,giambja01,2020,BBWAA,397.0,298.0,6.0,N,Player,
432,Todd Helton,heltoto01,2020,BBWAA,397.0,298.0,116.0,N,Player,
1008261,Don Mattingly,mattido01,2020,Veterans - Modern Baseball Era,16.0,12.0,,N,Player,<3 votes
607,Raul Ibanez,ibanera01,2020,BBWAA,397.0,298.0,1.0,N,Player,
826,Derek Jeter,jeterde01,2020,BBWAA,397.0,298.0,396.0,Y,Player,
1006515,Tommy John,johnto01,2020,Veterans - Modern Baseball Era,16.0,12.0,,N,Player,<3 votes
96,Andruw Jones,jonesan01,2020,BBWAA,397.0,298.0,77.0,N,Player,
1119,Jeff Kent,kentje01,2020,BBWAA,397.0,298.0,109.0,N,Player,
242,Paul Konerko,konerpa01,2020,BBWAA,397.0,298.0,10.0,N,Player,
1636,Cliff Lee,leecl02,2020,BBWAA,397.0,298.0,2.0,N,Player,
1009334,Thurman Munson,munsoth01,2020,Veterans - Modern Baseball Era,16.0,12.0,,N,Player,<3 votes
1009355,Dale Murphy,murphda05,2020,Veterans - Modern Baseball Era,16.0,12.0,,N,Player,<3 votes
73,Curt Schilling,schilcu01,2020,BBWAA,397.0,298.0,278.0,N,Player,
1010000,Dave Parker,parkeda01,2020,Veterans - Modern Baseball Era,16.0,12.0,7.0,N,Player,
934,Carlos Pena,penaca01,2020,BBWAA,397.0,298.0,0.0,N,Player,
535,Brad Penny,pennybr01,2020,BBWAA,397.0,298.0,1.0,N,Player,
840,Andy Pettitte,pettian01,2020,BBWAA,397.0,298.0,45.0,N,Player,
210,Manny Ramirez,ramirma02,2020,BBWAA,397.0,298.0,112.0,N,Player,
166,Brian Roberts,roberbr01,2020,BBWAA,397.0,298.0,0.0,N,Player,
970,Scott Rolen,rolensc01,2020,BBWAA,397.0,298.0,140.0,N,Player,
114,Gary Sheffield,sheffga01,2020,BBWAA,397.0,298.0,121.0,N,Player,
1011986,Ted Simmons,simmote01,2020,Veterans - Modern Baseball Era,16.0,12.0,13.0,Y,Player,
847,Alfonso Soriano,soriaal01,2020,BBWAA,397.0,298.0,6.0,N,Player,
302,Sammy Sosa,sosasa01,2020,BBWAA,397.0,298.0,55.0,N,Player,
1726,Jose Valverde,valvejo01,2020,BBWAA,397.0,298.0,0.0,N,Player,
411,Omar Vizquel,vizquom01,2020,BBWAA,397.0,298.0,209.0,N,Player,
578,Billy Wagner,wagnebi02,2020,BBWAA,397.0,298.0,126.0,N,Player,
455,Larry Walker,walkela01,2020,BBWAA,397.0,298.0,304.0,Y,Player,
1013846,Lou Whitaker,whitalo01,2020,Veterans - Modern Baseball Era,16.0,12.0,6.0,N,Player,
