IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
860,Roberto Alomar,alomaro01,2010,BBWAA,539.0,405.0,397.0,N,Player,
3,Kevin Appier,appieke01,2010,BBWAA,539.0,405.0,1.0,N,Player,
1000434,Harold Baines,baineha01,2010,BBWAA,539.0,405.0,33.0,N,Player,
1001098,Bert Blyleven,blylebe01,2010,BBWAA,539.0,405.0,400.0,N,Player,
372,Ellis Burks,burksel01,2010,BBWAA,539.0,405.0,2.0,N,Player,
1003091,Andre Dawson,dawsoan01,2010,BBWAA,539.0,405.0,420.0,Y,Player,
1390,Andres Galarraga,galaran01,2010,BBWAA,539.0,405.0,22.0,N,Player,
1005068,Charlie Grimm,grimmch01,2010,Veterans - Managers and Umpires,16.0,12.0,3.0,N,Manager,
145,Pat Hentgen,hentgpa01,2010,BBWAA,539.0,405.0,1.0,N,Player,
1005746,Whitey Herzog,herzowh01,2010,Veterans - Managers and Umpires,16.0,12.0,14.0,Y,Manager,
1008155,Billy Martin,martibi01,2010,Veterans - Managers and Umpires,16.0,12.0,,N,Manager,<3 votes
1086,Edgar Martinez,martied01,2010,BBWAA,539.0,405.0,195.0,N,Player,
1008261,Don Mattingly,mattido01,2010,BBWAA,539.0,405.0,87.0,N,Player,
1008271,Gene Mauch,mauchge01,2010,Veterans - Managers and Umpires,16.0,12.0,,N,Manager,<3 votes
1006440,Davey Johnson,johnsda02,2010,Veterans - Managers and Umpires,16.0,12.0,,N,Manager,<3 votes
659,Eric Karros,karroer01,2010,BBWAA,539.0,405.0,2.0,N,Player,
1006817,Tom Kelly,kellyto01,2010,Veterans - Managers and Umpires,16.0,12.0,,N,Manager,<3 votes
1044,Ray Lankford,lankfra01,2010,BBWAA,539.0,405.0,0.0,N,Player,
335,Barry Larkin,larkiba01,2010,BBWAA,539.0,405.0,278.0,N,Player,
293,Fred McGriff,mcgrifr01,2010,BBWAA,539.0,405.0,116.0,N,Player,
1008559,Mark McGwire,mcgwima01,2010,BBWAA,539.0,405.0,128.0,N,Player,
1008562,John McHale,mchaljo01,2010,Veterans - Executives,16.0,12.0,,N,Executive,<3 votes
1009211,Jack Morris,morrija02,2010,BBWAA,539.0,405.0,282.0,N,Player,
1009355,Dale Murphy,murphda05,2010,BBWAA,539.0,405.0,63.0,N,Player,
1009402,Danny Murtaugh,murtada01,2010,Veterans - Managers and Umpires,16.0,12.0,8.0,N,Manager,
169,David Segui,seguida01,2010,BBWAA,539.0,405.0,1.0,N,Player,
1009721,Hank O'Day,odayha01,2010,Veterans - Managers and Umpires,16.0,12.0,8.0,N,Umpire,
1009820,Steve O'Neill,oneilst01,2010,Veterans - Managers and Umpires,16.0,12.0,,N,Manager,<3 votes
1010000,Dave Parker,parkeda01,2010,BBWAA,539.0,405.0,82.0,N,Player,
1406,Tim Raines,raineti01,2010,BBWAA,539.0,405.0,164.0,N,Player,
574,Shane Reynolds,reynosh01,2010,BBWAA,539.0,405.0,0.0,N,Player,
1012175,Lee Smith,smithle02,2010,BBWAA,539.0,405.0,255.0,N,Player,
1013157,Alan Trammell,trammal01,2010,BBWAA,539.0,405.0,121.0,N,Player,
854,Robin Ventura,venturo01,2010,BBWAA,539.0,405.0,7.0,N,Player,
1013855,Bill White,whitebi01,2010,Veterans - Executives,16.0,12.0,,N,Executive,<3 votes
457,Todd Zeile,zeileto01,2010,BBWAA,539.0,405.0,0.0,N,Player,
