IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
1000184,Walter Alston,alstowa01,1981,Veterans,,,,N,Manager,
1000278,Luis Aparicio,aparilu01,1981,BBWAA,401.0,301.0,148.0,N,Player,
1000335,Richie Ashburn,ashburi01,1981,BBWAA,401.0,301.0,142.0,N,Player,
1000743,Glenn Beckert,beckegl01,1981,BBWAA,401.0,301.0,1.0,N,Player,
1000908,Ken Berry,berryke01,1981,BBWAA,401.0,301.0,0.0,N,Player,
1001375,Harry Brecheen,brechha01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1001421,Tommy Bridges,bridgto01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1001428,John Briggs,briggjo02,1981,BBWAA,401.0,301.0,0.0,N,Player,
1001518,Gates Brown,brownga01,1981,BBWAA,401.0,301.0,1.0,N,Player,
1001653,Jim Bunning,bunniji01,1981,BBWAA,401.0,301.0,164.0,N,Player,
1001662,Lew Burdette,burdele01,1981,BBWAA,401.0,301.0,48.0,N,Player,
1001938,Leo Cardenas,cardele01,1981,BBWAA,401.0,301.0,1.0,N,Player,
1002103,Orlando Cepeda,cepedor01,1981,BBWAA,401.0,301.0,77.0,N,Player,
1003310,Dom DiMaggio,dimagdo01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1003355,Bobby Doerr,doerrbo01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1003516,Don Drysdale,drysddo01,1981,BBWAA,401.0,301.0,243.0,N,Player,
1003891,Roy Face,facero01,1981,BBWAA,401.0,301.0,23.0,N,Player,
1004122,Freddie Fitzsimmons,fitzsfr01,1981,Veterans,,,,N,Player,
1004259,Rube Foster,fosteru99,1981,Veterans,,,,Y,Manager,
1004281,Nellie Fox,foxne01,1981,BBWAA,401.0,301.0,168.0,N,Player,
1004662,Bob Gibson,gibsobo01,1981,BBWAA,401.0,301.0,337.0,Y,Player,
1004874,Joe Gordon,gordojo01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1005068,Charlie Grimm,grimmch01,1981,Veterans,,,,N,Player,
1005303,Bill Hands,handsbi01,1981,BBWAA,401.0,301.0,0.0,N,Player,
1005339,Mel Harder,hardeme01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1005664,Tommy Henrich,henrito01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1005691,Babe Herman,hermaba01,1981,Veterans,,,,N,Player,
1005883,Gil Hodges,hodgegi01,1981,BBWAA,401.0,301.0,241.0,N,Player,
1006079,Elston Howard,howarel01,1981,BBWAA,401.0,301.0,83.0,N,Player,
1008106,Juan Marichal,maricju01,1981,BBWAA,401.0,301.0,233.0,N,Player,
1008108,Marty Marion,marioma01,1981,Veterans,,,,N,Player,
1008110,Roger Maris,marisro01,1981,BBWAA,401.0,301.0,94.0,N,Player,
1008285,Dal Maxvill,maxvida01,1981,BBWAA,401.0,301.0,0.0,N,Player,
1008316,Bill Mazeroski,mazerbi01,1981,BBWAA,401.0,301.0,38.0,N,Player,
1008331,Dick McAuliffe,mcauldi01,1981,BBWAA,401.0,301.0,0.0,N,Player,
1006314,Travis Jackson,jackstr01,1981,Veterans,,,,N,Player,
1006644,Joe Judge,judgejo01,1981,Veterans,,,,N,Player,
1006768,Charlie Keller,kellech01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1006905,Harmon Killebrew,killeha01,1981,BBWAA,401.0,301.0,239.0,N,Player,
1007020,Ted Kluszewski,kluszte01,1981,BBWAA,401.0,301.0,56.0,N,Player,
1007200,Harvey Kuenn,kuennha01,1981,BBWAA,401.0,301.0,93.0,N,Player,
1007359,Don Larsen,larsedo01,1981,BBWAA,401.0,301.0,33.0,N,Player,
1007533,Dutch Leonard,leonadu02,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1007687,Bobby Locke,lockebo01,1981,BBWAA,401.0,301.0,0.0,N,Player,
1007718,Ernie Lombardi,lombaer01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1008441,Lindy McDaniel,mcdanli01,1981,BBWAA,401.0,301.0,1.0,N,Player,
1008476,Sam McDowell,mcdowsa01,1981,BBWAA,401.0,301.0,0.0,N,Player,
1008655,Dave McNally,mcnalda01,1981,BBWAA,401.0,301.0,5.0,N,Player,
1009014,Johnny Mize,mizejo01,1981,Veterans,,,,Y,Player,
1009128,Terry Moore,moorete01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1009334,Thurman Munson,munsoth01,1981,BBWAA,401.0,301.0,62.0,N,Player,
1011259,Schoolboy Rowe,rowesc01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1011600,Red Schoendienst,schoere01,1981,BBWAA,401.0,301.0,166.0,N,Player,
1009535,Hal Newhouser,newhoha01,1981,Veterans,,,,N,Player,
1009546,Bobo Newsom,newsobo01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1009641,Jim Northrup,northji01,1981,BBWAA,401.0,301.0,1.0,N,Player,
1009878,Claude Osteen,osteecl01,1981,BBWAA,401.0,301.0,2.0,N,Player,
1016080,Ted Page,pagete01,1981,Veterans,,,,N,Player,
1010213,Jim Perry,perryji01,1981,BBWAA,401.0,301.0,6.0,N,Player,
1010360,Vada Pinson,pinsova01,1981,BBWAA,401.0,301.0,18.0,N,Player,
1010702,Vic Raschi,raschvi01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1011951,Sonny Siebert,siebeso01,1981,BBWAA,401.0,301.0,1.0,N,Player,
1013350,Johnny Vander Meer,vandejo01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1013377,Arky Vaughan,vaughar01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1013583,Bucky Walters,waltebu01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
1016700,Willie Wells,wellswi99,1981,Veterans,,,,N,Player,
1013945,Hoyt Wilhelm,wilheho01,1981,BBWAA,401.0,301.0,238.0,N,Player,
1016753,Joe Williams,willijo99,1981,Veterans,,,,N,Player,
1014042,Vic Willis,willivi01,1981,Veterans,,,,N,Player,
1014053,Maury Wills,willsma01,1981,BBWAA,401.0,301.0,163.0,N,Player,
1014280,Glenn Wright,wrighgl01,1981,Veterans,,,,N,Player,
