IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
1000137,Dick Allen,allendi01,1985,BBWAA,395.0,297.0,28.0,N,Player,
1000178,Jesus Alou,alouje01,1985,BBWAA,395.0,297.0,1.0,N,Player,
1001283,Ken Boyer,boyerke01,1985,BBWAA,395.0,297.0,68.0,N,Player,
1001458,Lou Brock,brocklo01,1985,BBWAA,395.0,297.0,315.0,Y,Player,
1001653,Jim Bunning,bunniji01,1985,BBWAA,395.0,297.0,214.0,N,Player,
1001662,Lew Burdette,burdele01,1985,BBWAA,395.0,297.0,82.0,N,Player,
1001997,Clay Carroll,carrocl02,1985,BBWAA,395.0,297.0,0.0,N,Player,
1002025,Rico Carty,cartyri01,1985,BBWAA,395.0,297.0,1.0,N,Player,
1002103,Orlando Cepeda,cepedor01,1985,BBWAA,395.0,297.0,114.0,N,Player,
1002602,Wilbur Cooper,coopewi01,1985,Veterans,,,,N,Player,
1014963,Ray Dandridge,dandrra99,1985,Veterans,,,,N,Player,
1003355,Bobby Doerr,doerrbo01,1985,Veterans,,,,N,Player,
1003596,Leo Durocher,durocle01,1985,Veterans,,,,N,Manager,
1003747,Dock Ellis,ellisdo01,1985,BBWAA,395.0,297.0,1.0,N,Player,
1003891,Roy Face,facero01,1985,BBWAA,395.0,297.0,62.0,N,Player,
1003907,Ron Fairly,fairlro01,1985,BBWAA,395.0,297.0,3.0,N,Player,
1004010,Wes Ferrell,ferrewe01,1985,Veterans,,,,N,Player,
1004122,Freddie Fitzsimmons,fitzsfr01,1985,Veterans,,,,N,Player,
1004165,Curt Flood,floodcu01,1985,BBWAA,395.0,297.0,28.0,N,Player,
1004281,Nellie Fox,foxne01,1985,BBWAA,395.0,297.0,295.0,N,Player,
1004874,Joe Gordon,gordojo01,1985,Veterans,,,,N,Player,
1004886,Tom Gorman,gormato01,1985,Veterans,,,,N,Umpire,
1005068,Charlie Grimm,grimmch01,1985,Veterans,,,,N,Player,
1005184,Harvey Haddix,haddiha01,1985,BBWAA,395.0,297.0,15.0,N,Player,
1005339,Mel Harder,hardeme01,1985,Veterans,,,,N,Player,
1005691,Babe Herman,hermaba01,1985,Veterans,,,,N,Player,
1005989,Ken Holtzman,holtzke01,1985,BBWAA,395.0,297.0,4.0,N,Player,
1006079,Elston Howard,howarel01,1985,BBWAA,395.0,297.0,54.0,N,Player,
1008108,Marty Marion,marioma01,1985,Veterans,,,,N,Player,
1008110,Roger Maris,marisro01,1985,BBWAA,395.0,297.0,128.0,N,Player,
1008313,Carl Mays,maysca01,1985,Veterans,,,,N,Player,
1008316,Bill Mazeroski,mazerbi01,1985,BBWAA,395.0,297.0,87.0,N,Player,
1006199,Catfish Hunter,hunteca01,1985,BBWAA,395.0,297.0,212.0,N,Player,
1006821,Ken Keltner,keltnke01,1985,Veterans,,,,N,Player,
1006877,Don Kessinger,kessido01,1985,BBWAA,395.0,297.0,2.0,N,Player,
1007140,Ed Kranepool,kraneed01,1985,BBWAA,395.0,297.0,0.0,N,Player,
1007200,Harvey Kuenn,kuennha01,1985,BBWAA,395.0,297.0,125.0,N,Player,
1007359,Don Larsen,larsedo01,1985,BBWAA,395.0,297.0,32.0,N,Player,
1007422,Tony Lazzeri,lazzeto01,1985,Veterans,,,,N,Player,
1007712,Mickey Lolich,lolicmi01,1985,BBWAA,395.0,297.0,78.0,N,Player,
1007718,Ernie Lombardi,lombaer01,1985,Veterans,,,,N,Player,
1007724,Jim Lonborg,lonboji01,1985,BBWAA,395.0,297.0,3.0,N,Player,
1008603,Denny McLain,mclaide01,1985,BBWAA,395.0,297.0,2.0,N,Player,
1008655,Dave McNally,mcnalda01,1985,BBWAA,395.0,297.0,7.0,N,Player,
1008799,Andy Messersmith,messean01,1985,BBWAA,395.0,297.0,3.0,N,Player,
1008817,Bob Meusel,meusebo01,1985,Veterans,,,,N,Player,
1009334,Thurman Munson,munsoth01,1985,BBWAA,395.0,297.0,32.0,N,Player,
1011447,Ron Santo,santoro01,1985,BBWAA,395.0,297.0,53.0,N,Player,
1011682,George Scott,scottge02,1985,BBWAA,395.0,297.0,0.0,N,Player,
1009535,Hal Newhouser,newhoha01,1985,Veterans,,,,N,Player,
1009734,Lefty O'Doul,odoulle01,1985,Veterans,,,,N,Player,
1009772,Tony Oliva,olivato01,1985,BBWAA,395.0,297.0,114.0,N,Player,
1010360,Vada Pinson,pinsova01,1985,BBWAA,395.0,297.0,19.0,N,Player,
1010860,Allie Reynolds,reynoal01,1985,Veterans,,,,N,Player,
1011011,Phil Rizzuto,rizzuph01,1985,Veterans,,,4.0,N,Player,
1012060,Enos Slaughter,slaugen01,1985,Veterans,,,,Y,Player,
1012586,Harry Stovey,stoveha01,1985,Veterans,,,,N,Player,
1013100,Bobby Tolan,tolanbo01,1985,BBWAA,395.0,297.0,0.0,N,Player,
1013133,Joe Torre,torrejo01,1985,BBWAA,395.0,297.0,44.0,N,Player,
1013357,George Van Haltren,vanhage01,1985,Veterans,,,,N,Player,
1013377,Arky Vaughan,vaughar01,1985,Veterans,,,,Y,Player,
1013416,Mickey Vernon,vernomi01,1985,Veterans,,,,N,Player,
1016700,Willie Wells,wellswi99,1985,Veterans,,,,N,Player,
1013890,Roy White,whitero01,1985,BBWAA,395.0,297.0,0.0,N,Player,
1013945,Hoyt Wilhelm,wilheho01,1985,BBWAA,395.0,297.0,331.0,Y,Player,
1013975,Billy Williams,willibi01,1985,BBWAA,395.0,297.0,252.0,N,Player,
1016753,Joe Williams,willijo99,1985,Veterans,,,,N,Player,
1014042,Vic Willis,willivi01,1985,Veterans,,,,N,Player,
1014053,Maury Wills,willsma01,1985,BBWAA,395.0,297.0,93.0,N,Player,
1014248,Wilbur Wood,woodwi01,1985,BBWAA,395.0,297.0,16.0,N,Player,
1014280,Glenn Wright,wrighgl01,1985,Veterans,,,,N,Player,
