IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
1000137,Dick Allen,allendi01,1983,BBWAA,374.0,281.0,14.0,N,Player,
1000184,Walter Alston,alstowa01,1983,Veterans,,,,Y,Manager,
1000278,Luis Aparicio,aparilu01,1983,BBWAA,374.0,281.0,252.0,N,Player,
1000621,Dick Bartell,bartedi01,1983,Veterans,,,,N,Player,
1001653,Jim Bunning,bunniji01,1983,BBWAA,374.0,281.0,138.0,N,Player,
1001662,Lew Burdette,burdele01,1983,BBWAA,374.0,281.0,43.0,N,Player,
1002103,Orlando Cepeda,cepedor01,1983,BBWAA,374.0,281.0,59.0,N,Player,
1002853,Mike Cuellar,cuellmi01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1014963,Ray Dandridge,dandrra99,1983,Veterans,,,,N,Player,
1003005,Jake Daubert,daubeja01,1983,Veterans,,,,N,Player,
1003288,Larry Dierker,dierkla01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1003345,Pat Dobson,dobsopa01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1003450,Al Downing,downial01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1003516,Don Drysdale,drysddo01,1983,BBWAA,374.0,281.0,242.0,N,Player,
1003891,Roy Face,facero01,1983,BBWAA,374.0,281.0,32.0,N,Player,
1004007,Rick Ferrell,ferreri01,1983,Veterans,,,,N,Player,
1004010,Wes Ferrell,ferrewe01,1983,Veterans,,,,N,Player,
1004281,Nellie Fox,foxne01,1983,BBWAA,374.0,281.0,173.0,N,Player,
1004748,Dave Giusti,giustda01,1983,BBWAA,374.0,281.0,1.0,N,Player,
1004886,Tom Gorman,gormato01,1983,Veterans,,,,N,Umpire,
1005068,Charlie Grimm,grimmch01,1983,Veterans,,,,N,Player,
1005616,Tommy Helms,helmsto01,1983,BBWAA,374.0,281.0,1.0,N,Player,
1005691,Babe Herman,hermaba01,1983,Veterans,,,,N,Player,
1005883,Gil Hodges,hodgegi01,1983,BBWAA,374.0,281.0,237.0,N,Player,
1005895,Joe Hoerner,hoernjo01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1006079,Elston Howard,howarel01,1983,BBWAA,374.0,281.0,32.0,N,Player,
1008106,Juan Marichal,maricju01,1983,BBWAA,374.0,281.0,313.0,Y,Player,
1008108,Marty Marion,marioma01,1983,Veterans,,,,N,Player,
1008110,Roger Maris,marisro01,1983,BBWAA,374.0,281.0,69.0,N,Player,
1008291,Carlos May,mayca01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1008313,Carl Mays,maysca01,1983,Veterans,,,,N,Player,
1008316,Bill Mazeroski,mazerbi01,1983,BBWAA,374.0,281.0,48.0,N,Player,
1006189,Randy Hundley,hundlra01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1006783,George Kell,kellge01,1983,Veterans,,,,Y,Player,
1006905,Harmon Killebrew,killeha01,1983,BBWAA,374.0,281.0,269.0,N,Player,
1007200,Harvey Kuenn,kuennha01,1983,BBWAA,374.0,281.0,77.0,N,Player,
1007359,Don Larsen,larsedo01,1983,BBWAA,374.0,281.0,22.0,N,Player,
1008650,Ken McMullen,mcmulke01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1008754,Bill Melton,meltobi01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1008867,Felix Millan,millafe01,1983,BBWAA,374.0,281.0,1.0,N,Player,
1009334,Thurman Munson,munsoth01,1983,BBWAA,374.0,281.0,18.0,N,Player,
1011360,Ray Sadecki,sadecra01,1983,BBWAA,374.0,281.0,2.0,N,Player,
1011600,Red Schoendienst,schoere01,1983,BBWAA,374.0,281.0,146.0,N,Player,
1011725,Diego Segui,seguidi01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1009616,Gary Nolan,nolanga01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1009772,Tony Oliva,olivato01,1983,BBWAA,374.0,281.0,75.0,N,Player,
1010213,Jim Perry,perryji01,1983,BBWAA,374.0,281.0,7.0,N,Player,
1010360,Vada Pinson,pinsova01,1983,BBWAA,374.0,281.0,12.0,N,Player,
1010482,Boog Powell,powelbo01,1983,BBWAA,374.0,281.0,5.0,N,Player,
1010638,Doug Rader,raderdo02,1983,BBWAA,374.0,281.0,0.0,N,Player,
1011011,Phil Rizzuto,rizzuph01,1983,Veterans,,,,N,Player,
1011055,Brooks Robinson,robinbr01,1983,BBWAA,374.0,281.0,344.0,Y,Player,
1011152,Cookie Rojas,rojasco01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1012007,Bill Singer,singebi01,1983,BBWAA,374.0,281.0,0.0,N,Player,
1012586,Harry Stovey,stoveha01,1983,Veterans,,,,N,Player,
1013133,Joe Torre,torrejo01,1983,BBWAA,374.0,281.0,20.0,N,Player,
1013357,George Van Haltren,vanhage01,1983,Veterans,,,,N,Player,
1013945,Hoyt Wilhelm,wilheho01,1983,BBWAA,374.0,281.0,243.0,N,Player,
1013975,Billy Williams,willibi01,1983,BBWAA,374.0,281.0,153.0,N,Player,
1014042,Vic Willis,willivi01,1983,Veterans,,,,N,Player,
1014053,Maury Wills,willsma01,1983,BBWAA,374.0,281.0,77.0,N,Player,
1014280,Glenn Wright,wrighgl01,1983,Veterans,,,,N,Player,
