IDfg,Name,playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
1000041,Babe Adams,adamsba01,1938,BBWAA,262.0,197.0,11.0,N,Player,
1000128,Pete Alexander,alexape01,1938,BBWAA,262.0,197.0,212.0,Y,Player,
1000191,Nick Altrock,altroni01,1938,BBWAA,262.0,197.0,7.0,N,Player,
1000290,Jimmy Archer,archeji01,1938,BBWAA,262.0,197.0,7.0,N,Player,
1000503,Dave Bancroft,bancrda01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1000616,Jack Barry,barryja01,1938,BBWAA,262.0,197.0,3.0,N,Player,
1000733,Ginger Beaumont,beaumgi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1000873,Marty Bergen,bergema01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1001304,Bill Bradley,bradlbi01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1001396,Roger Bresnahan,bresnro01,1938,BBWAA,262.0,197.0,67.0,N,Player,
1001547,Mordecai Brown,brownmo01,1938,BBWAA,262.0,197.0,54.0,N,Player,
1001682,Jesse Burkett,burkeje01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1001708,George Burns,burnsge01,1938,BBWAA,262.0,197.0,3.0,N,Player,
1001944,Max Carey,careyma01,1938,BBWAA,262.0,197.0,6.0,N,Player,
1001991,Bill Carrigan,carribi02,1938,BBWAA,262.0,197.0,4.0,N,Player,
1002131,Frank Chance,chancfr01,1938,BBWAA,262.0,197.0,133.0,N,Player,
1002151,Ray Chapman,chapmra01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1002179,Jack Chesbro,chesbja01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1002280,Fred Clarke,clarkfr01,1938,BBWAA,262.0,197.0,63.0,N,Player,
1002372,Andy Coakley,coaklan01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1002451,Eddie Collins,collied01,1938,BBWAA,262.0,197.0,175.0,N,Player,
1002455,Jimmy Collins,colliji01,1938,BBWAA,262.0,197.0,79.0,N,Player,
1002478,Earle Combs,combsea01,1938,BBWAA,262.0,197.0,7.0,N,Player,
1002583,Jack Coombs,coombja01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1002602,Wilbur Cooper,coopewi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1002682,Stan Coveleski,covelst01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1002730,Doc Crandall,cranddo01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1002735,Gavvy Cravath,cravaga01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1002748,Sam Crawford,crawfsa01,1938,BBWAA,262.0,197.0,11.0,N,Player,
1002767,Lou Criger,crigelo01,1938,BBWAA,262.0,197.0,11.0,N,Player,
1002831,Walton Cruise,cruiswa01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1002924,Bill Dahlen,dahlebi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1003005,Jake Daubert,daubeja01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1003155,Ed Delahanty,delahed01,1938,BBWAA,262.0,197.0,132.0,N,Player,
1003380,Mike Donlin,donlimi01,1938,BBWAA,262.0,197.0,5.0,N,Player,
1003393,Bill Donovan,donovbi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1003401,Red Dooin,dooinre01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1003467,Larry Doyle,doylela01,1938,BBWAA,262.0,197.0,4.0,N,Player,
1003533,Hugh Duffy,duffyhu01,1938,BBWAA,262.0,197.0,24.0,N,Player,
1003537,Joe Dugan,duganjo01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1003707,Howard Ehmke,ehmkeho01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1003722,Kid Elberfeld,elberki01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1003876,Johnny Evers,eversjo01,1938,BBWAA,262.0,197.0,91.0,N,Player,
1003889,Red Faber,faberre01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1004149,Art Fletcher,fletcar01,1938,BBWAA,262.0,197.0,3.0,N,Player,
1004158,Elmer Flick,flickel01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1004248,Eddie Foster,fosteed02,1938,BBWAA,262.0,197.0,2.0,N,Player,
1004770,Kid Gleason,gleaski01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1004904,Hank Gowdy,gowdyha01,1938,BBWAA,262.0,197.0,8.0,N,Player,
1004946,Eddie Grant,granted01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1005038,Clark Griffith,griffcl01,1938,BBWAA,262.0,197.0,10.0,N,Pioneer/Executive,
1005061,Burleigh Grimes,grimebu01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1005078,Heinie Groh,grohhe01,1938,BBWAA,262.0,197.0,3.0,N,Player,
1005402,Bucky Harris,harribu01,1938,BBWAA,262.0,197.0,1.0,N,Manager,
1005590,Harry Heilmann,heilmha01,1938,BBWAA,262.0,197.0,14.0,N,Player,
1005745,Buck Herzog,herzobu01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1006002,Harry Hooper,hoopeha01,1938,BBWAA,262.0,197.0,4.0,N,Player,
1006030,Rogers Hornsby,hornsro01,1938,BBWAA,262.0,197.0,46.0,N,Player,
1006148,Miller Huggins,huggimi01,1938,BBWAA,262.0,197.0,48.0,N,Manager,
1007965,Sherry Magee,mageesh01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1008099,Rabbit Maranville,maranra01,1938,BBWAA,262.0,197.0,73.0,N,Player,
1008100,Firpo Marberry,marbefi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1008125,Rube Marquard,marquru01,1938,BBWAA,262.0,197.0,10.0,N,Player,
1006278,Charlie Irwin,irwinch01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1006396,Hughie Jennings,jennihu01,1938,BBWAA,262.0,197.0,23.0,N,Player,
1006555,Fielder Jones,jonesfi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1006630,Addie Joss,jossad01,1938,BBWAA,262.0,197.0,18.0,N,Player,
1006644,Joe Judge,judgejo01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1006747,Willie Keeler,keelewi01,1938,BBWAA,262.0,197.0,177.0,N,Player,
1007008,Johnny Kling,klingjo01,1938,BBWAA,262.0,197.0,26.0,N,Player,
1007371,Arlie Latham,lathaar01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1007579,Duffy Lewis,lewisdu01,1938,BBWAA,262.0,197.0,5.0,N,Player,
1007684,Hans Lobert,loberha01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1007731,Herman Long,longhe01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1007843,Dolf Luque,luquedo01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1008527,Joe McGinnity,mcginjo01,1938,BBWAA,262.0,197.0,36.0,N,Player,
1008569,Stuffy McInnis,mcinnst01,1938,BBWAA,262.0,197.0,4.0,N,Player,
1008817,Bob Meusel,meusebo01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1008856,Clyde Milan,milancl01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1009152,Pat Moran,moranpa01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1009397,Red Murray,murrare01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1009485,Art Nehf,nehfar01,1938,BBWAA,262.0,197.0,5.0,N,Player,
1011247,Edd Roush,roushed01,1938,BBWAA,262.0,197.0,9.0,N,Player,
1011281,Nap Rucker,ruckena01,1938,BBWAA,262.0,197.0,12.0,N,Player,
1011308,Amos Rusie,rusieam01,1938,BBWAA,262.0,197.0,8.0,N,Player,
1011517,Ray Schalk,schalra01,1938,BBWAA,262.0,197.0,45.0,N,Player,
1011679,Everett Scott,scottev01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1009564,Kid Nichols,nichoki01,1938,BBWAA,262.0,197.0,3.0,N,Player,
1010116,Roger Peckinpaugh,peckiro01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1010161,Herb Pennock,pennohe01,1938,BBWAA,262.0,197.0,37.0,N,Player,
1010178,Hub Perdue,perduhu01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1010385,Eddie Plank,planked01,1938,BBWAA,262.0,197.0,38.0,N,Player,
1010900,Sam Rice,ricesa01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1011008,Eppa Rixey,rixeyep01,1938,BBWAA,262.0,197.0,2.0,N,Player,
1011078,Wilbert Robinson,robinwi01,1938,BBWAA,262.0,197.0,17.0,N,Manager,
1011843,Jimmy Sheckard,sheckji01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1011918,Urban Shocker,shockur01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1012021,George Sisler,sislege01,1938,BBWAA,262.0,197.0,179.0,N,Player,
1012382,Jake Stahl,stahlja01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1012481,Casey Stengel,stengca01,1938,BBWAA,262.0,197.0,2.0,N,Manager,
1012607,Gabby Street,streega01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1012916,Fred Tenney,tennefr02,1938,BBWAA,262.0,197.0,8.0,N,Player,
1012927,Bill Terry,terrybi01,1938,BBWAA,262.0,197.0,7.0,N,Player,
1012981,Ira Thomas,thomair01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1013075,Joe Tinker,tinkejo01,1938,BBWAA,262.0,197.0,16.0,N,Player,
1013165,Pie Traynor,traynpi01,1938,BBWAA,262.0,197.0,3.0,N,Player,
1013342,Dazzy Vance,vanceda01,1938,BBWAA,262.0,197.0,10.0,N,Player,
1013467,Rube Waddell,wadderu01,1938,BBWAA,262.0,197.0,148.0,N,Player,
1013542,Bobby Wallace,wallabo01,1938,BBWAA,262.0,197.0,7.0,N,Player,
1013570,Ed Walsh,walshed01,1938,BBWAA,262.0,197.0,110.0,N,Player,
1013828,Zack Wheat,wheatza01,1938,BBWAA,262.0,197.0,7.0,N,Player,
1013981,Cy Williams,willicy01,1938,BBWAA,262.0,197.0,1.0,N,Player,
1014390,Ross Youngs,youngro01,1938,BBWAA,262.0,197.0,40.0,N,Player,
